29,1,12
48,1,17
48,48,5
71,1,12
88,1,12
88,46,6
117,1,12
136,13,9
136,32,7
155,1,16
173,13,8
173,31,4
198,1,16
227,24,14
227,57,5
251,44,15
276,12,16
276,89,7
289,27,8
302,40,15
302,72,6
326,60,14
337,44,9
337,105,3
349,54,10
363,67,12
363,99,5
384,91,8
399,69,16
399,131,3
424,93,13
441,113,8
441,132,4
451,126,12
467,101,15
467,162,8
483,124,6
507,147,9
507,176,9
526,119,12
544,143,7
544,158,8
559,121,14
571,137,10
571,162,6
590,111,16
615,135,13
615,161,6
636,158,10
648,141,14
648,198,9
659,148,19
688,184,9
688,203,3
705,160,14
719,177,7
719,208,9
748,206,12
769,225,14
769,249,4
782,208,8
803,226,17
803,245,6
820,206,10
841,223,17
841,248,6
853,233,16
863,247,12
863,281,4
886,221,11
901,236,13
901,254,8
914,249,6
943,279,7
943,303,3
969,249,11
990,269,13
990,291,7
1015,236,16
1034,257,12
1034,276,9
1048,238,12
1065,220,9
1065,289,5
1079,231,18
1089,213,18
1089,275,3
1107,201,11
1135,228,9
1135,259,5
1154,200,18
1168,220,10
1168,252,5
1190,189,15
1204,205,10
1204,225,5
1216,218,12
1233,192,15
1233,253,7
1250,75,113
