81,68,98
29,37,59
49,58,39
26,86,98
51,12,66
96,37,29
23,98,12
80,74,98
19,65,73
81,68,98
98,79,37
15,72,98
20,78,30
19,77,93
34,89,73
11,14,42
16,73,57
13,71,28
15,22,99
75,15,85
48,74,15
44,52,63
63,33,37
82,91,68
81,26,10
74,42,70
81,79,78
16,73,57
11,46,19
91,37,89
91,41,95
44,57,42
13,49,55
54,54,92
94,11,81
96,37,29
67,75,31
98,46,36
91,68,10
80,74,98
25,44,53
38,73,42
20,78,30
51,51,38
39,23,51
44,59,22
20,58,81
81,26,10
15,45,83
82,33,29
51,51,38
65,71,87
76,71,59
41,96,22
77,20,18
37,55,78
47,36,95
88,38,68
13,71,28
91,37,89
91,37,89
86,44,37
93,90,57
38,73,42
98,25,57
54,43,60
56,64,86
13,55,31
18,92,72
16,69,27
97,32,43
75,37,25
41,82,11
91,68,10
75,84,59
81,26,10
19,65,73
74,42,70
52,59,27
52,59,27
80,74,98
34,64,40
71,43,41
66,50,56
16,73,57
47,30,47
11,30,74
48,74,15
67,98,88
60,21,78
77,20,18
89,50,10
86,10,46
16,73,59
35,86,10
68,96,83
19,47,41
28,88,50
75,49,77
29,37,59
86,10,46
39,23,51
55,17,34
38,73,42
91,37,89
60,21,78
67,32,70
62,14,78
91,68,10
96,17,91
18,86,20
23,98,12
65,71,87
24,14,83
44,57,42
91,87,27
81,59,10
34,87,27
76,79,33
15,22,99
12,91,49
66,50,56
71,43,41
24,14,83
24,49,58
81,51,37
51,47,73
78,22,40
82,91,68
27,30,83
76,54,70
76,54,70
39,23,51
81,59,81
76,76,73
12,91,49
81,59,10
68,89,13
98,54,24
68,89,13
89,89,37
43,92,34
81,26,10
20,78,30
23,98,12
13,71,28
96,26,11
13,49,55
45,58,56
16,73,57
51,51,38
18,92,72
72,70,84
14,20,94
42,64,47
65,71,87
76,76,73
89,21,17
21,26,71
48,12,60
98,84,64
54,43,60
11,46,19
30,32,70
17,86,13
54,72,32
19,40,70
34,89,73
36,85,68
26,86,98
63,59,50
27,30,83
24,14,43
89,31,54
77,33,98
11,24,84
98,84,64
14,20,94
18,86,20
52,59,27
70,23,25
42,93,69
85,39,66
44,57,42
63,82,86
65,15,32
84,71,98
80,74,98
28,64,59
67,75,31
51,18,69
16,20,73
60,21,78
19,65,73
97,32,43
93,90,57
41,96,22
85,30,68
66,95,93
28,29,80
66,50,56
75,84,59
20,58,81
28,29,80
17,19,89
84,29,23
91,99,62
75,17,97
51,51,38
91,87,27
24,49,58
94,50,42
13,71,28
77,20,18
88,38,68
75,17,97
35,86,10
67,98,88
65,71,87
51,18,69
88,38,68
23,98,12
27,30,83
34,26,89
93,64,34
34,64,40
80,74,98
82,33,29
57,76,90
68,96,83
19,65,73
63,79,74
81,26,10
15,22,99
68,96,83
93,64,34
68,96,83
16,31,78
59,57,31
97,48,13
34,73,62
11,93,91
24,14,43
42,61,65
54,54,92
24,49,58
76,71,59
48,90,21
54,54,92
65,71,87
25,44,53
55,25,35
81,68,98
15,45,83
24,14,43
89,50,10
27,30,83
96,17,91
14,51,49
54,43,60
75,84,59
15,38,35
39,23,51
50,72,90
34,89,73
96,37,29
70,23,25
33,79,99
67,75,31
25,44,53
80,74,98
18,86,20
20,58,81
13,49,55
15,45,83
96,37,29
80,79,55
23,98,12
99,95,86
85,39,66
39,61,15
24,49,58
28,88,50
14,95,89
82,33,29
98,46,36
52,59,27
23,98,12
84,29,23
65,71,87
81,68,98
19,65,73
13,42,80
26,86,98
52,59,27
79,36,68
28,88,50
58,31,65
36,85,68
59,57,31
67,98,88
80,79,55
19,77,93
11,35,50
23,98,12
43,62,63
39,61,15
91,68,10
67,98,88
63,82,86
13,49,55
52,59,27
51,51,38
24,14,83
14,95,89
88,81,79
94,50,42
42,23,95
42,23,95
74,42,70
11,14,42
88,38,68
82,33,29
81,79,78
28,64,59
76,76,73
31,22,80
39,61,15
92,90,61
44,59,22
46,98,24
81,59,10
16,73,59
88,81,79
11,30,74
39,61,15
81,59,81
80,54,91
23,98,12
88,38,68
42,93,69
10,80,54
55,25,35
55,25,35
60,98,63
12,70,35
50,13,93
91,37,89
58,31,65
34,89,73
98,25,57
39,66,18
34,89,73
85,88,11
39,61,15
82,33,29
51,47,73
75,84,59
91,87,27
81,51,37
29,91,92
39,66,18
19,77,93
34,87,27
28,88,50
86,10,46
98,84,64
68,96,83
82,91,68
91,41,95
23,98,12
41,38,10
35,61,29
23,98,12
76,76,73
75,37,25
64,72,66
96,17,91
60,98,63
96,37,29
88,38,68
26,96,52
36,85,68
85,88,11
14,20,94
38,17,59
39,66,18
81,26,10
23,98,12
67,32,70
93,64,34
15,22,99
89,31,54
81,59,10
91,68,10
66,50,56
81,26,10
44,59,22
55,17,34
14,20,94
51,51,38
14,51,49
15,22,99
81,51,37
65,71,87
35,86,10
86,18,34
14,95,89
16,20,73
39,23,51
64,88,69
67,75,31
54,54,92
96,37,29
60,98,63
42,64,47
16,33,99
95,25,73
29,38,90
60,98,63
34,89,73
24,14,83
78,22,40
11,30,74
15,38,35
63,69,64
60,98,63
93,20,69
35,61,29
82,91,68
35,61,29
35,61,29
80,63,25
59,57,31
48,12,60
80,74,98
15,38,35
62,14,78
17,86,13
11,93,91
46,98,24
56,64,86
28,88,50
82,91,68
19,77,93
19,65,73
44,76,65
68,96,83
82,91,68
51,51,38
35,61,29
91,99,62
16,62,82
59,57,31
67,17,43
60,14,73
91,99,62
65,71,87
18,53,99
52,59,27
42,64,47
83,77,15
68,89,13
77,20,18
74,52,70
96,17,91
81,64,94
50,13,93
80,55,96
46,98,24
72,13,49
71,43,41
51,51,38
44,52,63
37,37,39
54,54,92
23,98,12
14,95,89
86,17,38
84,71,98
42,64,47
59,57,31
59,57,31
94,50,42
41,38,10
34,73,62
41,12,37
19,40,70
81,64,94
34,26,89
80,55,96
27,30,83
98,25,57
12,70,35
63,82,86
64,88,69
12,99,61
99,95,86
33,79,99
85,39,66
98,84,64
29,38,90
82,33,29
91,99,62
14,95,89
60,98,63
11,46,19
72,25,41
34,55,71
11,35,50
39,23,51
35,86,10
23,98,12
85,88,11
41,38,10
75,17,97
65,71,87
41,82,11
93,20,69
93,20,69
34,16,77
97,86,68
91,87,27
39,23,51
23,98,12
96,37,29
11,14,42
42,64,47
55,25,35
80,54,91
88,26,14
15,45,83
16,62,82
23,98,12
19,65,73
42,93,69
47,36,95
11,93,91
82,33,29
81,26,10
84,29,23
34,89,73
91,37,89
91,87,27
38,89,32
81,26,10
54,43,60
33,61,38
20,58,81
99,29,78
23,98,12
39,23,51
92,14,73
89,21,17
69,33,88
52,59,27
35,61,29
24,14,43
39,66,18
57,68,34
27,30,83
34,87,27
99,95,86
18,86,20
11,30,74
13,55,31
26,86,98
59,57,31
41,82,11
96,37,29
29,22,73
73,72,16
98,79,37
80,63,25
91,68,10
11,66,98
56,90,31
71,43,41
73,68,23
54,91,35
93,64,34
60,21,78
79,36,68
52,59,27
28,29,80
94,11,81
76,79,33
68,96,83
37,55,78
39,66,18
91,37,89
44,76,65
71,43,41
39,92,68
21,58,83
91,68,10
47,30,47
43,92,34
93,64,34
47,30,47
95,25,73
34,64,40
50,72,90
76,76,73
11,30,74
77,14,42
85,21,48
11,24,84
86,17,38
41,12,37
81,51,37
91,99,62
99,29,78
91,87,27
67,32,70
91,68,10
37,61,79
99,95,86
13,49,55
11,66,98
81,68,98
26,61,59
37,65,46
84,29,23
93,90,57
77,33,98
17,86,13
20,78,30
28,88,50
43,92,34
34,16,77
18,94,71
59,57,31
45,15,71
75,15,85
29,83,63
47,96,77
13,49,55
11,30,74
34,73,62
43,62,63
81,61,81
77,33,98
81,26,10
91,87,27
13,71,28
77,33,98
86,44,37
81,51,37
66,95,93
71,43,41
91,68,10
95,25,73
28,64,59
78,12,33
98,46,36
68,89,13
23,98,12
14,20,94
47,96,77
77,20,18
11,14,42
48,12,60
50,13,93
15,38,35
11,30,74
90,50,24
98,54,24
55,25,35
44,76,65
50,72,90
34,55,71
15,22,99
11,87,26
91,87,27
50,13,93
19,77,93
25,44,53
44,59,22
93,20,69
91,87,27
66,50,56
37,55,78
79,36,68
55,17,34
